,LoanAmount,Loan_Amount_Term,Credit_History,LoanAmountLog,TotalIncome,Ratio,Male,Married Yes,1,2,3+,Self-Employed Yes,Not Graduate,Semiurban,Urban,LoanStatus Yes
494,119.0,360.0,0.0,4.77912349311153,5754.0,0.02068126520681265,1,1,0,0,0,0,0,0,0,0
495,105.0,84.0,1.0,4.653960350157523,4239.0,0.024769992922859165,0,1,1,0,0,0,0,1,0,1
496,107.0,360.0,1.0,4.672828834461906,4300.0,0.02488372093023256,1,1,0,0,0,0,1,0,0,1
497,111.0,12.0,1.0,4.709530201312334,7482.0,0.01483560545308741,1,1,0,0,0,0,0,0,1,1
498,95.0,360.0,1.0,4.553876891600541,2895.0,0.03281519861830743,1,1,1,0,0,1,0,1,0,1
499,209.0,360.0,0.0,5.342334251964811,10699.0,0.019534535937938125,1,0,0,0,0,0,0,0,0,0
500,113.0,480.0,1.0,4.727387818712341,4328.0,0.0261090573012939,0,0,0,0,0,0,0,0,0,1
501,100.0,360.0,1.0,4.605170185988092,3159.0,0.03165558721114277,0,0,0,0,0,0,0,1,0,1
502,208.0,360.0,1.0,5.337538079701318,10489.0,0.01983029840785585,1,1,0,1,0,0,0,1,0,1
503,138.0,360.0,1.0,4.927253685157205,9352.0,0.014756201881950384,1,1,1,0,0,0,1,0,0,0
504,124.0,300.0,1.0,4.820281565605037,5297.0,0.0234094770624882,1,1,0,0,0,0,1,1,0,1
505,243.0,360.0,1.0,5.493061443340548,7926.0,0.030658591975775928,1,1,0,1,0,0,0,0,0,1
506,480.0,360.0,1.0,6.173786103901937,27500.0,0.017454545454545455,1,1,0,0,0,0,0,0,1,1
507,96.0,360.0,1.0,4.564348191467836,3583.0,0.026793190064192018,1,0,0,0,0,0,0,0,1,0
508,188.0,360.0,1.0,5.236441962829949,5492.0,0.03423160961398398,1,1,0,0,0,1,0,0,1,1
509,40.0,360.0,1.0,3.6888794541139363,13262.0,0.003016136329362087,0,0,1,0,0,0,0,0,1,1
510,100.0,360.0,1.0,4.605170185988092,4885.0,0.02047082906857728,1,0,0,0,0,0,1,0,0,0
511,250.0,360.0,1.0,5.521460917862246,8069.0,0.030982773577890692,1,1,1,0,0,0,0,1,0,1
512,148.0,360.0,1.0,4.997212273764115,5318.0,0.027830011282437006,1,1,0,1,0,0,0,0,1,1
513,70.0,180.0,1.0,4.248495242049359,8796.0,0.007958162801273306,1,1,0,0,0,0,0,1,0,0
514,311.0,360.0,1.0,5.739792912179234,9481.0,0.03280244699926168,1,0,0,0,0,0,0,0,0,0
515,150.0,360.0,1.0,5.0106352940962555,6894.0,0.02175805047867711,1,1,0,0,1,0,0,0,0,1
516,113.0,480.0,1.0,4.727387818712341,3663.0,0.03084903084903085,0,1,0,1,0,0,0,1,0,1
517,123.0,360.0,0.0,4.812184355372417,4874.0,0.025235945835043086,1,1,0,0,0,0,1,1,0,0
518,185.0,360.0,1.0,5.220355825078324,6598.0,0.02803879963625341,1,0,0,0,0,0,0,1,0,0
519,95.0,360.0,1.0,4.553876891600541,3400.0,0.027941176470588237,0,0,0,0,0,0,1,0,0,0
520,45.0,360.0,1.0,3.8066624897703196,3934.0,0.011438739196746314,1,1,0,1,0,0,1,1,0,1
521,55.0,360.0,1.0,4.007333185232471,2500.0,0.022,1,0,0,0,0,0,0,1,0,1
522,100.0,360.0,1.0,4.605170185988092,7101.0,0.01408252358822701,1,1,0,0,1,1,0,0,0,1
523,480.0,360.0,1.0,6.173786103901937,15114.0,0.031758634378721715,1,1,0,1,0,1,0,0,0,1
524,130.0,360.0,1.0,4.867534450455582,6767.0,0.01921087631151175,1,0,0,0,0,0,0,1,0,0
525,400.0,360.0,1.0,5.991464547107982,17500.0,0.022857142857142857,1,1,0,1,0,1,0,0,0,1
526,110.0,360.0,1.0,4.700480365792417,3775.0,0.02913907284768212,1,1,0,0,0,0,0,1,0,1
527,161.0,360.0,0.0,5.081404364984463,6715.0,0.023976172747580043,1,1,1,0,0,0,1,1,0,1
528,94.0,360.0,1.0,4.543294782270004,3981.0,0.02361215774930922,1,0,1,0,0,0,1,1,0,1
529,130.0,360.0,1.0,4.867534450455582,6783.0,0.019165560961226596,1,0,0,0,0,0,1,1,0,1
530,216.0,360.0,1.0,5.375278407684165,6525.0,0.03310344827586207,1,1,0,0,0,0,0,0,0,1
531,100.0,360.0,1.0,4.605170185988092,4281.0,0.023359028264424198,1,1,0,0,1,0,0,0,1,1
532,110.0,360.0,0.0,4.700480365792417,3588.0,0.030657748049052396,1,0,0,1,0,0,0,0,0,0
533,196.0,360.0,1.0,5.278114659230517,11250.0,0.01742222222222222,1,0,1,0,0,0,0,1,0,0
534,125.0,360.0,1.0,4.8283137373023015,18165.0,0.006881365262868153,0,0,0,0,0,1,1,0,1,1
535,126.0,360.0,1.0,4.836281906951478,4592.0,0.027439024390243903,1,0,0,0,0,0,1,0,0,1
536,324.0,360.0,1.0,5.780743515792329,10039.0,0.03227413088953083,1,1,0,0,0,0,0,0,1,1
537,107.0,360.0,1.0,4.672828834461906,3617.0,0.029582526956040918,1,0,0,1,0,0,0,1,0,1
538,66.0,360.0,1.0,4.189654742026425,3453.0,0.019113814074717638,1,1,0,0,0,0,1,0,0,0
539,157.0,180.0,1.0,5.056245805348308,6417.0,0.02446626149290946,1,1,0,0,1,0,0,0,0,1
540,140.0,180.0,1.0,4.941642422609304,7453.0,0.018784382128002146,0,1,1,0,0,0,0,1,0,1
541,99.0,360.0,0.0,4.59511985013459,2138.0,0.04630495790458372,0,0,0,0,0,0,0,1,0,0
542,95.0,360.0,1.0,4.553876891600541,3652.0,0.026013143483023003,0,0,1,0,0,0,0,1,0,1
543,128.0,360.0,1.0,4.852030263919617,4763.0,0.026873819021625025,1,1,1,0,0,0,1,0,1,1
544,102.0,360.0,1.0,4.624972813284271,3680.0,0.027717391304347826,0,1,0,0,0,0,1,1,0,1
545,155.0,360.0,1.0,5.043425116919247,4718.0,0.03285290377278508,1,1,0,0,0,0,0,0,0,1
546,80.0,36.0,1.0,4.382026634673881,3358.0,0.023823704586063133,1,0,0,0,0,0,1,1,0,0
547,145.0,360.0,1.0,4.976733742420574,4309.0,0.03365049895567417,1,0,0,0,0,0,0,0,0,1
548,103.0,360.0,0.0,4.634728988229636,5000.0,0.0206,0,0,0,0,0,0,0,1,0,0
549,110.0,360.0,1.0,4.700480365792417,4801.0,0.022911893355550928,1,1,0,0,0,0,0,0,0,1
550,157.5,360.0,0.0,5.059425458265688,6633.0,0.023744911804613297,1,1,0,1,0,1,0,0,0,0
551,113.0,360.0,1.0,4.727387818712341,4867.0,0.023217587836449557,1,1,1,0,0,0,1,0,0,1
552,158.0,360.0,1.0,5.062595033026967,6583.0,0.024001215251405136,1,1,1,0,0,0,0,0,1,1
553,181.0,360.0,0.0,5.198497031265826,4787.0,0.03781073741382912,1,1,0,0,0,0,1,0,1,0
554,132.0,180.0,0.0,4.882801922586371,7859.0,0.01679603002926581,1,1,0,0,0,0,0,0,0,0
555,26.0,360.0,1.0,3.258096538021482,6500.0,0.004,1,1,1,0,0,0,0,1,0,1
556,84.0,360.0,1.0,4.430816798843313,4292.0,0.0195712954333644,0,0,0,0,0,0,0,0,1,1
557,260.0,360.0,1.0,5.560681631015528,10139.0,0.025643554591182564,1,1,0,0,1,1,0,1,0,1
558,162.0,360.0,1.0,5.087596335232384,6556.0,0.02471018913971934,1,1,0,0,0,0,0,1,0,1
559,182.0,360.0,1.0,5.204006687076795,6486.0,0.028060437866173297,0,1,0,0,0,0,0,1,0,1
560,108.0,360.0,1.0,4.68213122712422,3917.0,0.027572121521572634,1,1,0,1,0,0,1,1,0,1
561,600.0,360.0,1.0,6.396929655216146,19484.0,0.03079449804968179,0,1,1,0,0,1,0,1,0,1
562,211.0,360.0,1.0,5.351858133476067,7977.0,0.02645104675943337,1,1,0,0,0,0,0,0,0,1
563,132.0,360.0,1.0,4.882801922586371,5800.0,0.022758620689655173,1,0,0,0,0,1,1,1,0,1
564,258.0,360.0,0.0,5.552959584921617,8799.0,0.029321513808387316,1,1,0,1,0,0,0,0,1,0
565,120.0,360.0,1.0,4.787491742782046,4467.0,0.026863666890530557,1,1,0,0,0,0,1,0,0,1
566,70.0,360.0,1.0,4.248495242049359,3333.0,0.021002100210021003,1,0,0,0,0,0,0,0,1,1
567,123.0,360.0,0.0,4.812184355372417,5900.0,0.020847457627118645,1,1,0,0,1,0,0,0,0,0
568,9.0,360.0,1.0,2.1972245773362196,2378.0,0.0037846930193439865,0,0,0,0,0,0,0,0,1,0
569,104.0,360.0,0.0,4.6443908991413725,5230.0,0.01988527724665392,1,1,0,0,0,0,0,0,1,0
570,186.0,360.0,1.0,5.225746673713202,5167.0,0.035997677569189084,1,1,1,0,0,0,0,0,1,1
571,165.0,360.0,0.0,5.10594547390058,6567.0,0.02512562814070352,1,1,0,0,0,0,0,0,1,0
572,275.0,360.0,1.0,5.616771097666572,16666.0,0.016500660026401055,1,1,0,1,0,0,0,0,1,1
573,187.0,480.0,1.0,5.231108616854587,7750.0,0.024129032258064516,1,1,0,1,0,0,1,1,0,0
574,150.0,360.0,1.0,5.0106352940962555,6406.0,0.023415547923821417,1,1,0,0,1,0,0,1,0,0
575,108.0,84.0,1.0,4.68213122712422,3620.0,0.02983425414364641,1,1,0,1,0,0,0,0,1,1
576,136.0,360.0,0.0,4.912654885736052,5297.0,0.02567491032659996,1,1,0,0,0,0,0,1,0,0
577,110.0,360.0,1.0,4.700480365792417,5968.0,0.018431635388739945,1,0,0,0,0,0,0,0,1,1
578,107.0,360.0,1.0,4.672828834461906,4014.0,0.02665670154459392,1,1,1,0,0,0,0,0,0,1
579,161.0,360.0,1.0,5.081404364984463,6099.0,0.026397770126250206,1,0,0,0,0,0,0,0,1,1
580,205.0,360.0,1.0,5.3230099791384085,6540.0,0.03134556574923547,1,1,0,1,0,0,0,1,0,1
581,90.0,360.0,1.0,4.499809670330265,35673.0,0.0025229164914641325,1,0,0,0,0,0,0,0,1,0
582,36.0,360.0,1.0,3.58351893845611,3166.0,0.011370814908401769,0,1,0,0,0,0,0,1,0,1
583,61.0,360.0,1.0,4.110873864173311,1880.0,0.032446808510638296,1,1,1,0,0,0,0,0,0,0
584,146.0,360.0,0.0,4.983606621708336,4704.0,0.031037414965986394,1,1,1,0,0,0,0,0,0,0
585,172.0,84.0,1.0,5.147494476813453,7283.0,0.02361664149388988,1,1,1,0,0,0,0,0,0,0
586,104.0,360.0,1.0,4.6443908991413725,3819.0,0.027232259753862266,1,1,0,0,0,0,0,0,1,1
587,70.0,360.0,1.0,4.248495242049359,2165.0,0.03233256351039261,0,0,0,0,0,0,1,1,0,1
588,94.0,360.0,1.0,4.543294782270004,4750.0,0.019789473684210527,1,0,0,0,0,0,0,1,0,1
589,106.0,360.0,0.0,4.663439094112067,2726.0,0.03888481291269259,1,1,0,1,0,1,0,1,0,0
590,56.0,180.0,1.0,4.02535169073515,6416.0,0.008728179551122194,1,1,0,0,0,0,0,1,0,1
591,205.0,240.0,1.0,5.3230099791384085,6000.0,0.034166666666666665,1,1,0,1,0,1,0,1,0,0
592,292.0,360.0,1.0,5.676753802268282,9357.0,0.031206583306615368,1,0,0,0,1,1,0,1,0,1
593,142.0,180.0,1.0,4.955827057601261,7159.0,0.019835172510127112,1,1,0,0,0,0,0,0,0,1
594,260.0,360.0,1.0,5.560681631015528,16120.0,0.016129032258064516,1,1,0,0,0,1,0,0,1,1
595,110.0,360.0,1.0,4.700480365792417,3833.0,0.02869814766501435,1,0,0,0,0,0,1,0,0,1
596,187.0,360.0,1.0,5.231108616854587,7383.0,0.025328457266693756,1,1,0,1,0,1,1,0,0,0
597,88.0,360.0,0.0,4.477336814478207,2987.0,0.02946099765651155,1,0,0,0,0,0,0,1,0,0
598,180.0,360.0,1.0,5.19295685089021,9963.0,0.018066847335140017,1,1,0,0,0,1,0,0,0,1
599,192.0,360.0,1.0,5.2574953720277815,5780.0,0.03321799307958478,1,1,0,1,0,0,0,0,1,1
600,350.0,180.0,1.0,5.857933154483459,42083.0,0.00831689755958463,0,0,0,0,1,0,0,0,1,0
601,155.0,360.0,1.0,5.043425116919247,5686.0,0.027259936686598662,1,1,0,0,0,0,1,0,0,1
602,128.0,360.0,1.0,4.852030263919617,5703.0,0.02244432754690514,1,1,0,0,1,0,0,0,1,1
603,172.0,360.0,1.0,5.147494476813453,7977.0,0.021561990723329573,1,0,0,0,0,0,0,0,0,1
604,496.0,360.0,1.0,6.206575926724928,12000.0,0.04133333333333333,0,1,1,0,0,0,0,1,0,1
605,113.0,180.0,1.0,4.727387818712341,6200.0,0.018225806451612904,1,1,0,0,0,0,1,0,1,0
606,173.0,360.0,1.0,5.153291594497779,5900.0,0.029322033898305084,1,1,1,0,0,0,0,1,0,1
607,157.0,360.0,1.0,5.056245805348308,5398.0,0.029084846239347907,1,1,0,1,0,0,1,0,0,1
608,108.0,360.0,1.0,4.68213122712422,5182.0,0.020841373986877652,1,1,0,0,0,0,0,0,0,1
609,71.0,360.0,1.0,4.2626798770413155,2900.0,0.024482758620689656,0,0,0,0,0,0,0,0,0,1
610,40.0,180.0,1.0,3.6888794541139363,4106.0,0.00974184120798831,1,1,0,0,1,0,0,0,0,1
611,253.0,360.0,1.0,5.53338948872752,8312.0,0.030437921077959576,1,1,1,0,0,0,0,0,1,1
612,187.0,360.0,1.0,5.231108616854587,7583.0,0.024660424634049848,1,1,0,1,0,0,0,0,1,1
613,133.0,360.0,0.0,4.890349128221754,4583.0,0.02902029238490072,0,0,0,0,0,1,0,1,0,0
